Participant Identifier,Survey name,Destination name,Destination address,Destination latitude,Destination longitude,Created at,Emissions per km (kg CO2e),"Total distance (round trip, km)","Total emissions (round trip, kg CO2e)",Time spent total (s),Time spent in origin address (s),Time spent in means of transportation (s),Time spent in map (s),Time spent in additional questions,Number of itineraries,Itinerary Identifier,Itinerary index,Origin address,Origin latitude,Origin longitude,"Distance (single journey, km)",Means of transportation,Emission factor value,Emission factor authority,Emission factor source,Emission factor year,Emission factor region,Emission factor description,"Emissions (single journey, kg CO2e)",Automobile passengers,Automobile size,Automobile drive,Allocation
BBD5274A-E9E9-466A-8291-698DE09B28E7,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:58:05.968Z,0.14758,17639.31,2603.28429,36.19,10.43,6.71,19.95,3.06,2,904860A1-C372-4410-9798-1B94D77101DB,1,Bangkok,13.753253,100.501641,8785.07,flight,0.14787,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of long-haul (>3700) international economy class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,1299.0485,,,,This event is one of several reasons for my journey.
BBD5274A-E9E9-466A-8291-698DE09B28E7,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:58:05.968Z,0.14758,17639.31,2603.28429,36.19,10.43,6.71,19.95,3.06,2,23D7C79A-9FFA-4659-80FE-4ED78272CA17,2,"Flughafen München, Nordallee",48.353862,11.786431,34.58,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",2.59365,,,,This event is one of several reasons for my journey.
88E5DA3D-B098-4B74-A2A3-EF527361070C,Adele Mobiliätsbefragung Publikum Eingang 2 Fr. 9. August,Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:58:22.980Z,0.03105,491.58,15.26368,37.99,31.74,34.6,6.47,0,1,327E88FA-1305-4587-80EC-0E02BAB7FF9D,1,Horn,47.493884,9.463867,245.79,automobile,0.0621,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={D8D60864-21D9-42A2-9E56-2C1AD4D9CBC5},2020,DE,Emission intensity of electric passenger car medium. Direct electricity consumption and upstream LCA activity is included.,7.63184,2,car,electric,
7EA18395-8DD0-4318-A7FB-A10B3F8AFFF7,Adele Mobiliätsbefragung Publikum Eingang 2 Fr. 9. August,Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:58:22.980Z,0.03105,491.58,15.26368,37.99,31.74,34.6,6.47,0,1,9308001F-ACCF-4B1D-83D9-B00FA58A3CD9,1,Horn,47.493884,9.463867,245.79,automobile,0.0621,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={D8D60864-21D9-42A2-9E56-2C1AD4D9CBC5},2020,DE,Emission intensity of electric passenger car medium. Direct electricity consumption and upstream LCA activity is included.,7.63184,2,car,electric,
E48E41D4-EDAF-4885-8EAE-18ABCEB110FB,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:58:44.766Z,0.147,1081.7,159.0099,10.36,8.45,74.35,2.16,0,1,E6AFA14D-3C7B-4CE2-9619-BF52B19AE026,1,Harz,51.797924,10.953193,540.85,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,79.50495,1,car,petrol,
1EDAF531-5843-4C28-B03A-178F3DACAB5C,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:58:44.766Z,0.147,1081.7,159.0099,10.36,8.45,74.35,2.16,0,1,C2BA4030-9E0E-404F-B17F-C7D6DD19270B,1,Harz,51.797924,10.953193,540.85,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,79.50495,1,car,petrol,
4F025A93-6497-4E9A-897D-C61706713091,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:59:19.328Z,0.075,16.6,1.24515,22.57,14.41,3.61,1.83,0,1,9FF23080-C6E9-428C-9450-77DC0027788D,1,81927,48.157623,11.637158,8.3,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.62258,,,,
ED2A72CF-99FF-4A5B-BAB8-B291DC6FDD11,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:59:58.904Z,0,15.77,0,20.23,11.39,15.72,1.7,0,1,177DC8B6-E5A4-4B8D-8DB0-698513BF67A6,1,81675,48.138539,11.603694,7.88,cycling,0,Umweltbundesamt (UBA),https://en.wikipedia.org/wiki/Walking,2022,DE,Human power,0,,,,
0F4ABC54-4BC7-4509-A9A7-6931AEDBBA5A,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:59:58.904Z,0,15.77,0,20.23,11.39,15.72,1.7,0,1,5A3D576C-04F8-4C0F-B097-80609CCA5C12,1,81675,48.138539,11.603694,7.88,cycling,0,Umweltbundesamt (UBA),https://en.wikipedia.org/wiki/Walking,2022,DE,Human power,0,,,,
47F507D6-5068-4BCD-B12D-6BDC58162D78,Adele Mobiliätsbefragung Publikum Eingang 2 Fr. 9. August,Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:11.440Z,0.15028,3021.63,461.64784,158.1,22.65,12.3,121.71,14.09,2,73CC49A1-4DD4-4368-B074-C00D6D9EAFEE,1,28019,40.392909,-3.723288,1503.45,flight,0.15353,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of short-haul (<3700) international first class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,230.82392,,,,
47F507D6-5068-4BCD-B12D-6BDC58162D78,Adele Mobiliätsbefragung Publikum Eingang 2 Fr. 9. August,Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:11.440Z,0.15028,3021.63,461.64784,158.1,22.65,12.3,121.71,14.09,2,2EDE9192-D875-4301-9F98-E5666DD8ABE9,2,Kirchheim bei München,48.176409,11.752208,7.37,walking,0,Umweltbundesamt (UBA),https://en.wikipedia.org/wiki/Walking,2022,DE,Human power,0,,,,
C3DBACFA-5D47-4F08-B6B0-1728E1C1F795,Adele Mobiliätsbefragung Publikum Eingang 2 Fr. 9. August,Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:11.440Z,0.15028,3021.63,461.64784,158.1,22.65,12.3,121.71,14.09,2,CA4C1B7E-939E-4E3D-8739-12976E29D52C,1,28019,40.392909,-3.723288,1503.45,flight,0.15353,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of short-haul (<3700) international first class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,230.82392,,,,
C3DBACFA-5D47-4F08-B6B0-1728E1C1F795,Adele Mobiliätsbefragung Publikum Eingang 2 Fr. 9. August,Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:11.440Z,0.15028,3021.63,461.64784,158.1,22.65,12.3,121.71,14.09,2,3EC0FDB0-BB37-4ACD-BC48-28176E86F3E6,2,Kirchheim bei München,48.176409,11.752208,7.37,walking,0,Umweltbundesamt (UBA),https://en.wikipedia.org/wiki/Walking,2022,DE,Human power,0,,,,
A5EA779D-A397-498D-B9A2-28CC090C4227,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:11.513Z,0.147,614.66,90.35443,12.02,9.84,73.63,2.51,0,1,1E057086-439D-444D-B8AF-A22D65E7CC70,1,Karlsruhe,49.01053,8.387423,307.33,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,45.17722,1,car,petrol,
E66597DF-72F4-4670-8C4F-0CDF5699E6E1,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:11.513Z,0.147,614.66,90.35443,12.02,9.84,73.63,2.51,0,1,BAC80E03-D2FE-4411-89D4-513F3D11EAC9,1,Karlsruhe,49.01053,8.387423,307.33,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,45.17722,1,car,petrol,
3C4BC727-CB11-4D1C-93C1-8106F66B6E19,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:47.161Z,0.147,614.66,90.35443,11.38,9.42,20.17,2.17,0,1,4C0078F4-5C44-44AE-B838-43E61E55414A,1,Karlsruhe,49.01053,8.387423,307.33,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,45.17722,1,car,petrol,
4EC3068A-C64E-4404-9035-EF630F7CEB32,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:47.161Z,0.147,614.66,90.35443,11.38,9.42,20.17,2.17,0,1,FFE68DC6-7E23-47F0-98F6-07D401C4F304,1,Karlsruhe,49.01053,8.387423,307.33,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,45.17722,1,car,petrol,
E6E2B8FA-E19D-4461-AA90-B26C6F45F527,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:53.176Z,0.05656,245.59,13.89125,35.25,8.82,8.58,19.69,0,2,5116E033-9DEC-4B98-86D2-F93E4BC5AAEB,1,Traunstein,47.869495,12.646209,110.97,trainRegional,0.0546,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={F9C83447-3994-4B54-B7D7-A5E6B81C725E},2020,DE,Emission intensity of electric local passenger train. Direct electricity consumption and upstream LCA activity is included.,6.05913,,,,
E6E2B8FA-E19D-4461-AA90-B26C6F45F527,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:53.176Z,0.05656,245.59,13.89125,35.25,8.82,8.58,19.69,0,2,742CBC6F-275E-4AF7-BA8B-4FC6E91FCEC8,2,München Hauptbahnhof,48.140498,11.5585,11.82,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.8865,,,,
C2423FD3-74DC-4ABC-B023-E9855617F5D8,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:53.176Z,0.05656,245.59,13.89125,35.25,8.82,8.58,19.69,0,2,7E462C7A-1A3E-4A23-9E08-AA38186ADDE6,1,Traunstein,47.869495,12.646209,110.97,trainRegional,0.0546,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={F9C83447-3994-4B54-B7D7-A5E6B81C725E},2020,DE,Emission intensity of electric local passenger train. Direct electricity consumption and upstream LCA activity is included.,6.05913,,,,
C2423FD3-74DC-4ABC-B023-E9855617F5D8,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:00:53.176Z,0.05656,245.59,13.89125,35.25,8.82,8.58,19.69,0,2,CFED949D-6D87-4F53-8C33-20EF97DC53AB,2,München Hauptbahnhof,48.140498,11.5585,11.82,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.8865,,,,
2CE2ADE3-1EF4-4A43-9DC7-A927B1A13C2E,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:01:13.337Z,0.147,504.93,74.22471,13.14,11.31,11.3,2.13,0,1,0A3CD533-347D-44EB-B5C8-66E6656001FE,1,Albstadt,48.212851,9.02568,252.46,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,37.11236,1,car,petrol,
35E6FA13-0720-4E94-99A1-F131661993DE,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:01:13.337Z,0.147,504.93,74.22471,13.14,11.31,11.3,2.13,0,1,50A59428-3F0F-43B1-ACA8-5A0BC9BD1CC4,1,Albstadt,48.212851,9.02568,252.46,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,37.11236,1,car,petrol,
4ED51C78-3849-4CE2-8FE1-E14C6DD1A095,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:01:56.586Z,0.04625,2852.61,131.93321,32.84,22.42,23.17,8.5,0,1,8BE93C96-A470-4DF4-BD39-8489E754CC54,1,Brest,48.403948,-4.489053,1426.3,automobile,0.185,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={8B2BD122-F6B8-432F-A348-AE1D3FF80772},2020,DE,Emission intensity of diesel passenger car medium. Upstream and fuel combustion LCA activity is included.,65.96661,4,car,diesel,
BA9D6111-5EB1-41F9-9A8B-7290CBF089C3,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:01:56.586Z,0.04625,2852.61,131.93321,32.84,22.42,23.17,8.5,0,1,75B7D655-9CC5-4B27-9DDE-E02A52465EC0,1,Brest,48.403948,-4.489053,1426.3,automobile,0.185,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={8B2BD122-F6B8-432F-A348-AE1D3FF80772},2020,DE,Emission intensity of diesel passenger car medium. Upstream and fuel combustion LCA activity is included.,65.96661,4,car,diesel,
FFDDCE80-6F58-4869-9866-BA523BCB0D96,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:01:56.586Z,0.04625,2852.61,131.93321,32.84,22.42,23.17,8.5,0,1,F74750ED-68F4-4652-9D15-32683E5C1AF9,1,Brest,48.403948,-4.489053,1426.3,automobile,0.185,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={8B2BD122-F6B8-432F-A348-AE1D3FF80772},2020,DE,Emission intensity of diesel passenger car medium. Upstream and fuel combustion LCA activity is included.,65.96661,4,car,diesel,
FFC81C3A-1DCF-4CB4-AE78-5ECAADBEAC57,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:01:56.586Z,0.04625,2852.61,131.93321,32.84,22.42,23.17,8.5,0,1,FB654407-7CC1-4F3B-990C-ED3C280A6F55,1,Brest,48.403948,-4.489053,1426.3,automobile,0.185,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={8B2BD122-F6B8-432F-A348-AE1D3FF80772},2020,DE,Emission intensity of diesel passenger car medium. Upstream and fuel combustion LCA activity is included.,65.96661,4,car,diesel,
D410DCB6-6B99-44C2-B051-AFBE5508D562,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:02:03.847Z,0.147,1058.69,155.62743,12.18,10.22,33.42,2.22,0,1,25091FA3-F4A4-493C-8A69-149084229A01,1,Magdeburg,52.131565,11.640934,529.34,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,77.81372,1,car,petrol,
BC387ABF-9815-4FAB-9F46-891B4245D90D,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:02:03.847Z,0.147,1058.69,155.62743,12.18,10.22,33.42,2.22,0,1,809C0659-0BC9-4CB7-9F5C-B02B0429A6E9,1,Magdeburg,52.131565,11.640934,529.34,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,77.81372,1,car,petrol,
10F5C8C6-96D6-4BA0-8FFE-B2FF6DB07F9D,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:03:15.641Z,0.075,22.39,1.6791,13.01,11.03,56.59,2.2,0,1,F20B704E-1701-45FA-A240-BDD352F7A954,1,München,48.137988,11.575182,11.19,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.83955,,,,
2B23662B-582E-48C1-8E01-0C3A96C0AC2C,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:03:15.641Z,0.075,22.39,1.6791,13.01,11.03,56.59,2.2,0,1,98D22409-EB56-4766-A7C6-587B39962D93,1,München,48.137988,11.575182,11.19,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.83955,,,,
BA8A20A3-03EB-49DF-A15B-05678B4769E6,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:03:37.778Z,0.14166,20259.64,3709.56031,62.08,15.55,13.56,30.71,16.66,2,DDBB7376-EC21-4D0B-9F74-E017DC276D69,1,Shanghai,31.22031,121.462393,9283.71,flight,0.19309,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of long-haul (>3700) international flights to/from the UK including contrails and 8% distance uplift. Direct fuel combustion only. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,1792.59092,,,,I travelled here especially for this event.
BA8A20A3-03EB-49DF-A15B-05678B4769E6,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:03:37.778Z,0.14166,20259.64,3709.56031,62.08,15.55,13.56,30.71,16.66,2,64570F5F-81CE-4F05-B453-304F6D9BCC75,2,Paris,48.856788,2.351077,846.11,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,62.18923,2,car,petrol,I travelled here especially for this event.
5338E648-3BC5-4E29-B1A1-6779E4635934,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:03:37.778Z,0.14166,20259.64,2869.94188,62.08,15.55,13.56,30.71,16.66,2,C0AD7EAC-8236-4FB5-A208-902E6DA9C7A0,1,Shanghai,31.22031,121.462393,9283.71,flight,0.14787,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of long-haul (>3700) international economy class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,1372.78171,,,,I travelled here especially for this event.
5338E648-3BC5-4E29-B1A1-6779E4635934,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:03:37.778Z,0.14166,20259.64,2869.94188,62.08,15.55,13.56,30.71,16.66,2,47821FFF-7649-4442-995F-87F759C72816,2,Paris,48.856788,2.351077,846.11,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,62.18923,2,car,petrol,I travelled here especially for this event.
8F490FB7-C2EE-403B-A5F4-C8048675DFF4,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:04:12.102Z,0.027,674.09,18.20054,19.79,11.03,5.52,3.07,0,1,C986F238-5B45-43F7-98E0-F25406432F79,1,Zürich,47.37176,8.54261,337.05,busLongDistance,0.027,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Linienbus, Fernverkehr (km)",9.10027,,,,
42302663-9549-46EF-BA81-BB3A4060E148,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:04:12.102Z,0.027,674.09,18.20054,19.79,11.03,5.52,3.07,0,1,5FA89FD6-7529-4E9A-A261-1A731A15DA92,1,Zürich,47.37176,8.54261,337.05,busLongDistance,0.027,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Linienbus, Fernverkehr (km)",9.10027,,,,
6A2EEDF0-50C6-4155-B58F-CF0325C06301,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:04:29.180Z,0.00948,259.04,2.45566,17.66,13.54,54.69,2.01,0,1,BF4C58F2-BBE2-44B3-AFF0-2BC4F32F6F1D,1,Regensburg,49.018361,12.09483,129.52,trainLongDistance,0.00948,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={A4FFA0CD-2550-4435-BBDE-00C6F1A0B22F},2020,DE,Emission intensity of electric long-distance passenger train. Direct electricity consumption and upstream LCA activity is included.,1.22783,,,,
03693A50-DC73-44CA-889E-29FFEE5E0D90,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T15:04:29.180Z,0.00948,259.04,2.45566,17.66,13.54,54.69,2.01,0,1,2D86DC0F-D28B-443A-97C8-65BE1C46B544,1,Regensburg,49.018361,12.09483,129.52,trainLongDistance,0.00948,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={A4FFA0CD-2550-4435-BBDE-00C6F1A0B22F},2020,DE,Emission intensity of electric long-distance passenger train. Direct electricity consumption and upstream LCA activity is included.,1.22783,,,,
