Participant Identifier,Survey name,Destination name,Destination address,Destination latitude,Destination longitude,Created at,Emissions per km (kg CO2e),"Total distance (round trip, km)","Total emissions (round trip, kg CO2e)",Time spent total (s),Time spent in origin address (s),Time spent in means of transportation (s),Time spent in map (s),Time spent in additional questions,Number of itineraries,Itinerary Identifier,Itinerary index,Origin address,Origin latitude,Origin longitude,"Distance (single journey, km)",Means of transportation,Emission factor value,Emission factor authority,Emission factor source,Emission factor year,Emission factor region,Emission factor description,"Emissions (single journey, kg CO2e)",Automobile passengers,Automobile size,Automobile drive,Allocation
74478D9A-C72D-4D29-840B-C427061B39E0,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:48:05.978Z,0.06942,1563.86,108.56344,27.75,15.19,11.58,6.08,0,1,14E03380-F4F7-47AA-94CA-F4DA445195AA,1,Hamburg,53.550612,9.992715,781.93,taxi,0.20826,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of business travel by land. Land-based conversion factors should be used for travel for business purposes in assets not owned or directly operated by a business. This includes mileage for business purposes in cars owned by employees/public transport/hire cars/and so on. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,54.28172,3,,,
25308801-4A36-4122-B653-9CBDB794112E,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:48:05.978Z,0.06942,1563.86,108.56344,27.75,15.19,11.58,6.08,0,1,7A571DB0-81DB-4C2D-AD0B-A69858CDC5E5,1,Hamburg,53.550612,9.992715,781.93,taxi,0.20826,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of business travel by land. Land-based conversion factors should be used for travel for business purposes in assets not owned or directly operated by a business. This includes mileage for business purposes in cars owned by employees/public transport/hire cars/and so on. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,54.28172,3,,,
3826883D-E30A-4A6B-8619-43852875DE81,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:48:05.978Z,0.06942,1563.86,108.56344,27.75,15.19,11.58,6.08,0,1,EF9CCFBA-EC04-4875-86C2-418390DE9492,1,Hamburg,53.550612,9.992715,781.93,taxi,0.20826,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of business travel by land. Land-based conversion factors should be used for travel for business purposes in assets not owned or directly operated by a business. This includes mileage for business purposes in cars owned by employees/public transport/hire cars/and so on. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,54.28172,3,,,
E502BA71-00E1-405E-96F5-E9AB5501E6D9,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:49:13.110Z,0.14291,2174.92,310.81109,59.2,7.23,19.85,37.67,11.28,2,2C430CE6-6FDC-40D5-8DB3-F35C3A02CE62,1,"Potsdamer Straße, Potsdamer Straße",48.167124,11.589227,585.39,trainRegional,0.0546,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={F9C83447-3994-4B54-B7D7-A5E6B81C725E},2020,DE,Emission intensity of electric local passenger train. Direct electricity consumption and upstream LCA activity is included.,31.96246,,,,This event is one of several reasons for my journey.
E502BA71-00E1-405E-96F5-E9AB5501E6D9,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:49:13.110Z,0.14291,2174.92,310.81109,59.2,7.23,19.85,37.67,11.28,2,14D60FAF-A68A-44CC-9AB5-4A5E61DD3B56,2,Berlin,52.518742,13.408022,502.07,flight,0.24587,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of domestic flight (within UK) for average passenger including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,123.44309,,,,This event is one of several reasons for my journey.
209BF503-49A7-4149-9037-15F8C2C81716,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:58:31.512Z,0.075,740.1,55.50735,17.74,11.89,605.84,4.73,0,1,076DCBD3-157E-43F4-91D3-D63C0E60F51D,1,Offenburg,48.469404,7.942922,370.05,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",27.75367,,,,
6E8CA167-4C81-4618-B580-755BBA72B605,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:58:31.512Z,0.075,740.1,55.50735,17.74,11.89,605.84,4.73,0,1,4F2DA8A2-4B42-440E-B547-1251478EE5DB,1,Offenburg,48.469404,7.942922,370.05,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",27.75367,,,,
49A7D665-65B2-4360-B5FA-A5211743D30B,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:28.281Z,0.049,1043.35,51.12425,19.04,14.95,20.29,3.98,0,1,C869259D-EF1F-42D4-AEC2-A1DD85AFD23B,1,Metz,49.119302,6.175737,521.68,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,25.56212,3,car,petrol,
06891892-B72A-4FE4-AA5B-9BF7A80A6C95,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:28.281Z,0.049,1043.35,51.12425,19.04,14.95,20.29,3.98,0,1,A0012F09-20E3-4330-94C3-957C325224F5,1,Metz,49.119302,6.175737,521.68,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,25.56212,3,car,petrol,
B8F17C88-D389-498E-B5CD-7ECC70A62FD4,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:28.281Z,0.049,1043.35,51.12425,19.04,14.95,20.29,3.98,0,1,3D0DBD0B-B0E5-4EF0-AA46-71106F2294DC,1,Metz,49.119302,6.175737,521.68,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,25.56212,3,car,petrol,
F64C80A7-7AA9-4F3F-842E-9E05C02D4141,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:37.119Z,0.07354,1311.57,96.44944,40.47,17.29,20.25,21.44,0,2,A08B804F-9BBC-498D-88B1-EB34FBF286D3,1,Bad Oeynhausen,52.207914,8.804496,639.48,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,47.00215,2,car,petrol,
F64C80A7-7AA9-4F3F-842E-9E05C02D4141,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:37.119Z,0.07354,1311.57,96.44944,40.47,17.29,20.25,21.44,0,2,8BAE7AB0-13CB-44AD-8F71-0C3A3429FFFF,2,Unterhaching,48.066069,11.61028,16.3,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",1.22257,,,,
8324C681-F8F5-41D1-86E4-93F1A782780A,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:37.119Z,0.07354,1311.57,96.44944,40.47,17.29,20.25,21.44,0,2,A10FA3E4-42E0-4361-86A7-942953FC66A0,1,Bad Oeynhausen,52.207914,8.804496,639.48,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,47.00215,2,car,petrol,
8324C681-F8F5-41D1-86E4-93F1A782780A,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T13:59:37.119Z,0.07354,1311.57,96.44944,40.47,17.29,20.25,21.44,0,2,F68F0853-4A27-4A7B-8B07-DB5349197A31,2,Unterhaching,48.066069,11.61028,16.3,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",1.22257,,,,
966D13B9-7FAE-4EE6-9A68-3C6D7BF0799E,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:00:19.246Z,0.075,19.98,1.4982,19.74,9.08,8.44,3.81,0,1,F57BE363-6FA4-4238-9DF2-9F906262E6AF,1,München,48.137988,11.575182,9.99,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.7491,,,,
3CD6D3F5-9797-4F57-BB77-86A6281659D6,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:00:19.246Z,0.075,19.98,1.4982,19.74,9.08,8.44,3.81,0,1,F496CD61-00A6-4233-85EE-ED147AC78C93,1,München,48.137988,11.575182,9.99,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.7491,,,,
60027379-7C28-4DE9-848B-55AA3ABE9E9A,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:00.964Z,0.075,19.98,1.4982,14.55,9.53,26.69,3.08,0,1,3362B34B-CD3C-459F-AD0F-747B58D70438,1,München,48.137988,11.575182,9.99,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.7491,,,,
17589285-5273-46E0-9CAB-9BA27C5C0F42,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:00.964Z,0.075,19.98,1.4982,14.55,9.53,26.69,3.08,0,1,39B91DBF-684F-4C53-B6C6-8EDB48F0820A,1,München,48.137988,11.575182,9.99,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.7491,,,,
B9DB2858-94BE-4E37-82D2-A8543BBE5783,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:40.688Z,0.0735,1021.01,75.04453,27.19,24.47,12.26,2.78,0,1,9602C5D3-C99B-449B-B917-0856336F752F,1,Daaden,50.739008,7.967703,510.51,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,37.52226,2,car,petrol,
91F2B4B0-CFA0-4694-9820-E1EA65EC9DB3,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:40.688Z,0.0735,1021.01,75.04453,27.19,24.47,12.26,2.78,0,1,354C1D74-33BE-46FE-BC65-60ABFD36300B,1,Daaden,50.739008,7.967703,510.51,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,37.52226,2,car,petrol,
C6247DA7-8F43-4A7F-928E-F2BD9DC8CF3E,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:54.761Z,0.23412,1005.79,235.47727,104.71,19.4,6.51,75.83,7.81,2,438614F7-52D4-4510-A090-CE211CEEC4A1,1,Dortmund,51.509986,7.465531,468.32,flight,0.24587,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of domestic flight (within UK) for average passenger including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,115.14529,,,,I travelled here especially for this event.
C6247DA7-8F43-4A7F-928E-F2BD9DC8CF3E,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:54.761Z,0.23412,1005.79,235.47727,104.71,19.4,6.51,75.83,7.81,2,98492C03-A23D-4E7B-88FC-61852118C3B2,2,"Flughafen München, Nordallee",48.353862,11.786431,34.58,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",2.59335,,,,I travelled here especially for this event.
83037F49-C48C-4AF1-B341-93EECBBBFB8A,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:54.761Z,0.23412,1005.79,235.47727,104.71,19.4,6.51,75.83,7.81,2,A85E2D02-5DAA-4459-955F-3F2ECC961226,1,Dortmund,51.509986,7.465531,468.32,flight,0.24587,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of domestic flight (within UK) for average passenger including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,115.14529,,,,I travelled here especially for this event.
83037F49-C48C-4AF1-B341-93EECBBBFB8A,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:01:54.761Z,0.23412,1005.79,235.47727,104.71,19.4,6.51,75.83,7.81,2,D797E7C1-945A-4F38-904E-D8F74E2CDB5E,2,"Flughafen München, Nordallee",48.353862,11.786431,34.58,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",2.59335,,,,I travelled here especially for this event.
49B7DF2D-2CE5-4BFB-9FBF-90885D1A8057,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:02:08.766Z,0.147,1756.15,258.15376,13.5,10.47,8.34,2.97,0,1,0E019E4B-DD39-46DC-9D36-CE718E856222,1,Kiel,54.321001,10.132386,878.07,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,129.07688,1,car,petrol,
9623BAB3-75C9-420C-9D37-0C9EA817B663,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:02:08.766Z,0.147,1756.15,258.15376,13.5,10.47,8.34,2.97,0,1,72B04D90-CB7C-4AD8-B449-8B265C623F74,1,Kiel,54.321001,10.132386,878.07,automobile,0.147,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={56740D43-276B-491E-8B91-A7C696112038},2020,DE,Emission intensity of petrol passenger car medium. Emissions from fuel combustion only.,129.07688,1,car,petrol,
4BB928B7-6D7B-48CD-AF12-0267142EBAF8,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:03:30.429Z,0.24587,1390.53,341.89034,28.57,10.56,52.15,3.6,15.07,1,E07F7AEC-FD10-4F58-B89D-11E1D5863B55,1,Paris,48.856788,2.351077,695.27,flight,0.24587,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of domestic flight (within UK) for average passenger including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,170.94517,,,,This event is one of several reasons for my journey.
F66F0940-A64B-466A-8B7A-A144F4961A2F,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:03:52.169Z,0.23689,1315.24,311.56115,54.44,16.52,12.28,33.64,2.06,2,B4DA108C-C869-4D17-9E61-B94865C3E891,1,Krakau,50.059474,19.936194,623.04,flight,0.24587,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of domestic flight (within UK) for average passenger including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,153.18722,,,,I travelled here especially for this event.
F66F0940-A64B-466A-8B7A-A144F4961A2F,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:03:52.169Z,0.23689,1315.24,311.56115,54.44,16.52,12.28,33.64,2.06,2,155EE0FB-A370-48BE-B4A3-5346F67C8CDB,2,"Flughafen München, Nordallee",48.353862,11.786431,34.58,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",2.59335,,,,I travelled here especially for this event.
8B493865-E08A-4ECB-B4B2-0C4CEBC848C1,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:28.604Z,0.15102,5272.64,809.50877,17.19,7.6,39.45,5.89,4.47,1,7EAE0448-A096-4DAD-A50A-0FA0D56B21D7,1,Israel,32.074033,34.775366,2636.32,flight,0.15353,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of short-haul (<3700) international first class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,404.75439,,,,
2F357A50-57E0-4343-82F9-504BFA36612C,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:28.604Z,0.15102,5272.64,809.50877,17.19,7.6,39.45,5.89,4.47,1,D8F36D12-DC8E-4E12-AE80-1766CCC86D8D,1,Israel,32.074033,34.775366,2636.32,flight,0.15353,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of short-haul (<3700) international first class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,404.75439,,,,
CA5837CE-BBE9-488A-A923-32458C41DC0E,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:28.604Z,0.15102,5272.64,809.50877,17.19,7.6,39.45,5.89,4.47,1,AD4E68E6-5C61-4016-83D2-620E5DFB5435,1,Israel,32.074033,34.775366,2636.32,flight,0.15353,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of short-haul (<3700) international first class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,404.75439,,,,I travelled here especially for this event.
337D6F82-A9F0-44A6-9EAA-356F666A1DC8,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:28.604Z,0.15102,5272.64,809.50877,17.19,7.6,39.45,5.89,4.47,1,14456EF1-8C7E-420F-B215-033A12B85A4D,1,Israel,32.074033,34.775366,2636.32,flight,0.15353,"Department for Business, Energy & Industrial Strategy (BEIS)",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,2022,GB,Emission intensity of short-haul (<3700) international first class flights to/from the UK including fuel combustion and radiative forcing (RF) effect reflecting impact of contrails and high-altitude release of GHGs but not upstream fuel emissions. 8% distance uplift applied for indirect nature of flights. Retrieved from the Conversion Factors 2022: flat file published by the UK BEIS/Defra at the source URL.,404.75439,,,,
6A78C5E4-D107-4A95-BC3F-AD0A0AD5B964,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:33.711Z,0.01213,584.01,7.08535,28.38,8.27,6.85,20.23,0,2,C60A4819-52E1-474C-B556-47A9BDFB1503,1,Coburg,50.258648,10.964538,280.19,trainLongDistance,0.00948,Umweltbundesamt (UBA),https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={A4FFA0CD-2550-4435-BBDE-00C6F1A0B22F},2020,DE,Emission intensity of electric long-distance passenger train. Direct electricity consumption and upstream LCA activity is included.,2.65617,,,,
6A78C5E4-D107-4A95-BC3F-AD0A0AD5B964,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:33.711Z,0.01213,584.01,7.08535,28.38,8.27,6.85,20.23,0,2,1712DFAD-E834-4B13-AC99-891C1C0F5227,2,München Hauptbahnhof,48.140498,11.5585,11.82,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",0.8865,,,,
FED82B69-DA24-4B7C-9B21-AE7A4BD986E0,"Adele Mobilitätsbefragung Publikum Eingang 1 Fr., 9. August",Adele Stadion,"Paul-Henri-Spaak-Straße 18, Trudering-Riem, München, Deutschland",48.138842,11.702597,2024-08-09T14:04:49.833Z,0.075,54.85,4.11345,12.35,8.1,3.49,3.05,0,1,B0149ED7-2430-4B32-9AB2-899FF1A98270,1,Taufkirchen,48.042114,11.622176,27.42,trainUrban,0.075,Umweltbundesamt (UBA),https://www.umweltbundesamt.de/themen/verkehr-laerm/emissionsdaten,2020,DE,"Straßen-, Stadt- und U-Bahn (km)",2.05672,,,,
